district_name,area_key,area_label,goal_count,action_count,metric_count,action_dollars,externalizable_dollars,movement_points,movement_improving,movement_flat,movement_worsening,movement_negative_share,pace_metrics,pace_positive,pace_negative,pace_negative_share,top_action_1,top_action_1_dollars,top_action_2,top_action_2_dollars,metric_example_1,metric_example_1_status,metric_example_1_diff
Fountain Valley School District,mental_health_wellness,"Mental Health, SEL & Wellness",1,5,0,54120286.0,29943198.2,0,0,0,0,0.0,0,0,0,0.0,"Middle school
counseling program",388976.0,"Social-emotional
support for
elementary students",935984.0,,,
Newport-Mesa Unified School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,35,0,41645010.0,29653878.05,0,0,0,0,0.0,0,0,0,0.0,"After School
Education & Safety
(ASES) and
Expanded Learning
Opportunities
Program (ELO-P)",4987059.0,"Additional Bilingual
Office Staffing: After
School Education &
Safety (ASES) and
Expanded Learning
Opportunities
Program (ELO-P)",191696.0,,,
Anaheim Union High School District,family_community_engagement,Family & Community Engagement,2,10,7,32790118.21,29320856.39,13,13,0,0,0.0,4,4,0,0.0,"Community Schools
Model
Implementation",4744832.09,"Family and
Community
Engagement
Specialists (FACES)
Support",3000000.0,"Attendance at parent
and family engagement
events",,"1,183 decrease in"
Irvine Unified School District,ela_proficiency,ELA Proficiency & Literacy,1,24,1,42919688.0,27456642.5,1,0,1,0,0.0,0,0,0,0.0,"Site Based Allocations
for Unduplicated Student
Support-Strategic
Actions",2170906.0,"District Class Size
Support",800000.0,"STAR Reading
Score Growth -
Tier 3 Literacy
Intervention",,0
"Anaheim Elementary School District - Anaheim, CA",school_climate_suspension,"School Climate, Behavior & Suspension",0,5,4,29541631.0,19525505.3,23,13,2,8,0.3478,2,2,0,0.0,"Parent and Family
Engagement Initiative: PK-
6 Support",4137412.0,"Welcoming, Safe, and
Inclusive School
Environment",4725176.0,"School Climate Survey
Increase students’
Engagement by 3% as
measured by the School
Climate Survey.
Data Source: School
Climate Survey in Qualtrics",on_track,2024-25
Anaheim Union High School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,5,0,33894437.95,26014660.2,0,0,0,0,0.0,0,0,0,0.0,Counseling Support,3378553.0,"Targeted Monitoring
for Students
Transitioning to CVA",150000.0,,,
Westminster School District,data_technology,Data Systems & Instructional Technology,0,7,0,44919780.0,25883753.5,0,0,0,0,0.0,0,0,0,0.0,Districtwide Systems,5852340.0,"Professional
Development",894269.0,,,
Orange Unified School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,6,5,14613815.0,10130069.35,6,4,0,2,0.3333,1,0,1,1.0,Climate Survey,16000.0,"School site
allocations",7368325.0,"% suspension rate:
*reduce 0.3% per year &
1.5% in three years
(Green)",moving_away,Declined 0.9% in
Newport-Mesa Unified School District,data_technology,Data Systems & Instructional Technology,0,16,0,30838235.0,23446310.85,0,0,0,0,0.0,0,0,0,0.0,Digital Platforms,310028.0,"Data System for
Progress Monitoring
(Targeted)",75718.0,,,
Santa Ana Unified School District,family_community_engagement,Family & Community Engagement,0,12,4,37108412.39,23432987.16,4,4,0,0,0.0,0,0,0,0.0,"Family Engagement,
Leadership &
Volunteerism",169286.96,"District
Parent/Caregiver,
Family and
Community
Advocacy Groups",6786.5,"% parents responded
favorably to family
efficacy",,+2%
Fullerton School District,english_learner_progress,English Learner Progress & Reclassification,0,7,3,19864639.0,16841768.7,8,5,0,3,0.375,2,2,0,0.0,"Practices of
Connection and
Strategic
Engagement of
Families of of English
Learners (including
LTELs), Foster
Youth, Students
Experiencing
Economic Hardship",2490087.0,"Improve Educational
Outcomes for English
Learners through
Specialized Support
and Professional
Development for
Appropriate Staff",4585341.0,"CA Dashboard EL
Progress Indicator and
Reclassification Rate",,+4.4%
Fountain Valley School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,2,1,8442710.0,7582189.0,2,0,0,2,1.0,1,0,1,1.0,"Communicate with
parents regarding
student absences
and the importance
of school attendance",65000.0,"Provide clean and
well-maintained
school campuses",8377710.0,Chronic Absenteeism,moving_away,Decline of +3.7%
Newport-Mesa Unified School District,mental_health_wellness,"Mental Health, SEL & Wellness",0,21,0,62428461.0,22694855.3,0,0,0,0,0.0,0,0,0,0.0,"Staffing: Behavior,
Mental Health, and
Physical Health",466302.0,Counseling Software,53844.0,,,
Anaheim Union High School District,special_education_inclusion,Special Education & Inclusion,0,4,11,16770814.18,13646038.36,155,72,12,71,0.4581,10,8,2,0.2,"Engaging Parents of
SWD",0.0,"Supports for
Students with
Disabilities",1618127.0,CAASPP Math results,off_track,(5.15%)
"Anaheim Elementary School District - Anaheim, CA",math_proficiency,Math Proficiency,0,4,3,9519345.0,8567410.5,39,18,0,21,0.5385,1,0,1,1.0,"Professional Development
for TK-6 Teachers in
Literacy and Math",2660280.0,Broad Course of Study,6576065.0,"CAASPP Math- Students
attending the online
learning program at
Roosevelt Elementary
will decrease their Math
distance from standard
(DFS) by 20 points
annually.
Data Source: Local
Tableau Data",moving_away,2023-24
Anaheim Union High School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",2,5,6,30442365.0,20453024.9,25,22,2,1,0.04,4,4,0,0.0,Counseling Support,3378553.0,"Professional
Learning Plan",16738204.0,Graduation rate,on_track,(12.7%)
Westminster School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,7,4,23149507.0,15665245.9,9,5,1,3,0.3333,0,0,0,0.0,MTSS,11006655.0,"Social Emotional
Supports",3327285.0,"Discipline:
* Suspension
Rate",,1.2%
Capistrano Unified School District,school_climate_suspension,"School Climate, Behavior & Suspension",1,9,20,16005609.0,7009748.1,140,0,8,132,0.9429,1,0,1,1.0,Restorative Practices,16000.0,"Positive Behavioral
Interventions and
Supports (PBIS)
Implementation",21000.0,"Truman Benedict
Elementary
Red/Low Indicator
Student Group within
School:
* Suspension: SWD",moving_away,Dashboard 2023 to
"Anaheim Elementary School District - Anaheim, CA",special_education_inclusion,Special Education & Inclusion,1,5,7,11516008.0,8171657.7,105,51,0,54,0.5143,2,0,2,1.0,"Early Learning--Inclusion
Classes",668209.0,"ELA Targeted Intervention
Programs",2857054.0,"CAASPP Math- Students
attending the online
learning program at
Roosevelt Elementary
will decrease their Math
distance from standard
(DFS) by 20 points
annually.
Data Source: Local
Tableau Data",moving_away,2023-24
Rowland Unified School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,17,0,27521882.0,20492059.5,0,0,0,0,0.0,0,0,0,0.0,"Extended Learning
Opportunities",2254892.0,"Data-informed
Progress Monitoring
and Culture of
Continuous
Improvement",712892.0,,,
Irvine Unified School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,21,1,28135621.0,19796604.7,1,0,1,0,0.0,0,0,0,0.0,"Summer School-
Strategic/Intensive
Actions",1683984.0,"Summer School-
Targeted/Strategic
Actions",600000.0,"STAR Reading
Score Growth -
Tier 3 Literacy
Intervention",,0
Brea Olinda Unified School District,english_learner_progress,English Learner Progress & Reclassification,1,40,1,35123233.0,19735819.25,4,4,0,0,0.0,1,1,0,0.0,"Classroom
Instructional Aide
Paraprofessionals-
English Learner
Program",209061.0,"Site English Learner
Program Coordinator
Stipend",17921.0,"Percentage of English
learners demonstrating
growth in English
proficiency as measured
by the California
Dashboard and
reclassification rates.",on_track,decline of 1.2% of
Anaheim Union High School District,data_technology,Data Systems & Instructional Technology,0,3,0,21912931.7,19721638.53,0,0,0,0,0.0,0,0,0,0.0,"Technological
Resources",13984716.52,"Instructional
Materials",7914215.18,,,
Rowland Unified School District,english_learner_progress,English Learner Progress & Reclassification,0,14,3,23356159.0,16879396.3,6,5,0,1,0.1667,1,1,0,0.0,"College and Career
Readiness for
English learners,
including Long-Term
English Learners",31000.0,"Supporting Core
Instruction for English
Learners / Long-
Term English
Learners",610262.0,"Reclassified Fluent
English Proficient
(RFEP) Rate",,-5.3%
Brea Olinda Unified School District,college_career_readiness,"College, Career & Postsecondary Readiness",3,23,2,33399739.0,18647727.3,6,6,0,0,0.0,2,2,0,0.0,"Junior High
Intervention
Counselor and High
School
Interventions/CTE
Counselor (BOHS)",260000.0,"SI&A Attendance
Monitoring Platform:
SchoolStatus",77500.0,A-G Completion Rate,on_track,decrease by 4.2%
Capistrano Unified School District,ela_proficiency,ELA Proficiency & Literacy,0,19,18,14035595.0,8049497.1,137,41,10,86,0.6277,3,1,2,0.6667,"Learning Recovery
Emergency Block
Grant",1700000.0,Intervention,1188839.0,"Shorecliffs Middle
Red/Low Indicator
Student Group within
School:
* English Language Arts:
SWD
* Mathematics: SWD
* Chronic Absenteeism:
MR",off_track,Dashboard 2023 to
"Anaheim Elementary School District - Anaheim, CA",mtss_intervention,"MTSS, Tutoring & Targeted Intervention",1,7,0,27120061.0,18440782.65,0,0,0,0,0.0,0,0,0,0.0,"Trauma Informed
Interventions",202190.0,"ELA Targeted Intervention
Programs",2857054.0,,,
Garden Grove Unified School District,data_technology,Data Systems & Instructional Technology,0,2,0,20235134.0,18211620.6,0,0,0,0,0.0,0,0,0,0.0,TECHNOLOGY,13805544.0,"COLLEGE /
CAREER
PATHWAYS AND
OPTIONS",6429590.0,,,
Rowland Unified School District,school_climate_suspension,"School Climate, Behavior & Suspension",0,10,4,14565288.0,10278719.8,19,13,1,5,0.2632,2,1,1,0.5,"School Climate
Support",4297684.0,"Behavior and Mental
Health Professional
Development",193863.0,"Employee Perception of
School Safety and
Connectedness:
RUSD Employee
Engagement Survey",off_track,11.5%
Irvine Unified School District,college_career_readiness,"College, Career & Postsecondary Readiness",1,19,4,19798000.0,13004904.8,81,39,12,30,0.3704,4,4,0,0.0,"College and Career
Readiness- Broad
Actions",1588000.0,"College and Career
Readiness- Targeted
Actions",622908.0,"Percentage (%)
of students
prepared for
college by the
CCI Level
College/Career
Measures
Report Data",at_or_above_target,2023-24 CCI Indicator
Magnolia School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,30,0,26202875.0,17800571.25,0,0,0,0,0.0,0,0,0,0.0,"College and Career
Readiness (CCR)
Programs",9000.0,"Student Devices and
Peripherals/Network",1000000.0,,,
"Anaheim Elementary School District - Anaheim, CA",college_career_readiness,"College, Career & Postsecondary Readiness",0,5,0,26157367.0,17774722.3,0,0,0,0,0.0,0,0,0,0.0,"Access for English
Language Learners",1611249.0,"To enhance student
learning outcomes by
effectively utilizing
Renaissance's Accelerated
Reader (AR), STAR
assessments, Learning
Genie and MyON digital
library resources.",464030.0,,,
Saddleback Valley Unified School District,english_learner_progress,English Learner Progress & Reclassification,0,64,2,26674796.0,17433125.15,7,7,0,0,0.0,1,1,0,0.0,"Intervention System:
ELD Instructional
Aides (IAs) to
Support Multilingual
Learners",994883.0,"Targeted Program:
Secondary Intensive
LTEL Courses",145850.0,"English Learner
Reclassification Rate
Data source: Ellevation
LCFF Priority 4: Student
Achievement",at_or_above_target,2025 Difference
Fullerton School District,data_technology,Data Systems & Instructional Technology,0,12,0,20297490.0,17228310.8,0,0,0,0,0.0,0,0,0,0.0,"Professional
Development:
Innovation and Digital
Literacy",398635.0,"Build and Maintain
Infrastructure for
Instructional
Technology",2117442.0,,,
Irvine Unified School District,math_proficiency,Math Proficiency,1,14,4,16621826.0,9663788.8,38,21,1,16,0.4211,3,2,1,0.3333,Class Size-Reduction,8510576.0,"Direct Site Funding to
Support Interventions",1456000.0,"Academic
Mathematics
Indicator CA
Dashboard
LCFF Priority 4:
Academic
Achievement",moving_away,Metric 2024 CA
Tustin Unified School District,college_career_readiness,"College, Career & Postsecondary Readiness",6,33,3,21554735.0,15156297.4,18,16,0,2,0.1111,0,0,0,0.0,"1.7 Access to AP
Test and Language
Test for State Seal of
Biliteracy",75000.0,"1.6 PSAT
Assessments",30000.0,"CTE Pathway
Completion",,2023 vs. 2024
Westminster School District,ela_proficiency,ELA Proficiency & Literacy,1,7,4,17613184.0,12867576.2,45,28,5,12,0.2667,3,3,0,0.0,Instructional Program,8378569.0,Districtwide Initiatives,868247.0,"Grade 3-8:
* ELA and Math
SBAC Distance
from Standard",,2024 SBAC ELA
Fullerton Joint Union High School District,school_climate_suspension,"School Climate, Behavior & Suspension",1,7,1,11228314.0,7888707.65,3,0,0,3,1.0,0,0,0,0.0,"Comprehensive
Health and Safety
Program",3569762.0,"Staff dedicated to
increasing EL,
Foster, Low Income,
and Homeless family
engagement and
academic
achievement in the
school community.
This action also
addresses the
student groups
identified in ""red"" on
the College Career
Indicator on the
Dashboard including
SWD, EL, Hispanic,
HY, and LI.",1287144.0,"Parent participation at
DAC meetings
(average).
Parents of SWD
participation in DAC
meetings
Suspensions on the
2023 Dashboard
Districtwide for SWD,
EL, and HY for BPHS,
LHHS, and LVHS in the
student groups listed
above.",,2023/24
La Habra City School District,ela_proficiency,ELA Proficiency & Literacy,1,31,5,19280090.0,13147393.2,25,18,2,5,0.2,4,4,0,0.0,ELA Intervention,30780.0,"English Learner
Achievement",220061.0,"All student groups will
demonstrate annual
growth on the CAASPP
Assessment measured
by the percentage
meeting or exceeding
standards in ELA and
Math.",on_track,+3.05%
Huntington Beach Union High School District,college_career_readiness,"College, Career & Postsecondary Readiness",2,23,10,21262245.0,15759627.5,0,0,0,0,0.0,0,0,0,0.0,Career Readiness,816059.0,"School Connectedness and
Student Voice",3708632.0,"UC/CSU ‘A-G’
subject
requirements
(% of graduates
meeting
requirements)
(RFEP from CCI File. All
other student group data
from DataQuest.)",,
"Anaheim Elementary School District - Anaheim, CA",mental_health_wellness,"Mental Health, SEL & Wellness",2,8,0,25559354.0,15717565.4,0,0,0,0,0.0,0,0,0,0.0,"Conduct regular student
wellness screenings and
support overall health of
students",4753714.0,"SEL Support for student
Achievement",100000.0,,,
Westminster School District,college_career_readiness,"College, Career & Postsecondary Readiness",0,6,0,22953235.0,15516931.75,0,0,0,0,0.0,0,0,0,0.0,"Career Growth
Pathway",9619.0,Instructional Program,8378569.0,,,
Laguna Beach Unified School District,mental_health_wellness,"Mental Health, SEL & Wellness",1,13,1,17978826.0,15261297.0,2,2,0,0,0.0,1,1,0,0.0,"Mental Health
Services",268790.0,"College-Based
Programs, Services,
and Counseling",212700.0,"Annual community LCAP
survey: Percent of
students (grades 5-12)
and parents/guardians
reporting services are
available to address
social-emotional
concerns",at_or_above_target,5% (students)
Newport-Mesa Unified School District,special_education_inclusion,Special Education & Inclusion,0,18,9,27937182.0,7608486.05,2,0,0,2,1.0,0,0,0,0.0,"Special Education
Staffing and Supports",3044776.0,"Special Education
Staffing Devoted to
Students with
Specific Needs",21028753.0,"Percentage of grade 11
students who meet or
exceed standards on
English Language Arts
SBA (state) Early
Assessment Program
CAASPP - ELA SBA",,(2026-27)
Rowland Unified School District,college_career_readiness,"College, Career & Postsecondary Readiness",1,11,6,12286529.0,8193556.6,28,16,2,10,0.3571,2,1,1,0.5,"Inclusive Pathways to
College and Career
Readiness for
Students with
Disabilities",50000.0,"College and Career
Programs",685920.0,"Employee Perception of
School Safety and
Connectedness:
RUSD Employee
Engagement Survey",off_track,11.5%
Huntington Beach Union High School District,english_learner_progress,English Learner Progress & Reclassification,0,20,6,20448515.0,15075770.5,0,0,0,0,0.0,0,0,0,0.0,English Learner Supports,1728166.0,"Long Term English Learner
Supports",478943.0,"English Language
Proficiency
Assessments for
California (ELPAC)
progress
English Learner
Progress Indicator
on CA Dashboard",,
Tustin Unified School District,ela_proficiency,ELA Proficiency & Literacy,4,13,7,14435760.0,11293995.55,44,30,0,14,0.3182,3,3,0,0.0,"LREBG Action- Hire
and Train Short Term
Staff to Support
within School Day
Intervention
Programs and
Strategies for
Students
Experiencing
Learning Loss in
Reading or
Mathematics in
Grades TK-5",637753.0,"1.7 Access to AP
Test and Language
Test for State Seal of
Biliteracy",75000.0,"STAR Reading
Assessment",,Spring 2024 vs
Capistrano Unified School District,math_proficiency,Math Proficiency,0,15,11,12052395.0,6832007.1,89,31,6,52,0.5843,2,1,1,0.5,"Learning Recovery
Emergency Block
Grant",1700000.0,Class Size Reduction,7136684.0,"Shorecliffs Middle
Red/Low Indicator
Student Group within
School:
* English Language Arts:
SWD
* Mathematics: SWD
* Chronic Absenteeism:
MR",off_track,Dashboard 2023 to
Magnolia School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,1,12,3,6170547.0,4852775.6,13,1,0,12,0.9231,1,0,1,1.0,"Student Attendance
Review Board
(SARB)",0.0,"Attendance Incentive
Programs and
Partnerships",49000.0,"Attendance Rates
(Percentage)",off_track,Increased 4.0%
Orange Unified School District,data_technology,Data Systems & Instructional Technology,0,12,0,18335116.0,14077377.7,0,0,0,0,0.0,0,0,0,0.0,"Technology:
Infrastructure,
Devices",12063487.0,"Innovative Learning-
Educational
Technology",60800.0,,,
Rowland Unified School District,mental_health_wellness,"Mental Health, SEL & Wellness",1,14,0,18620473.0,13845066.7,0,0,0,0,0.0,0,0,0,0.0,Health Services,1906005.0,"School Climate
Support",4297684.0,,,
La Habra City School District,math_proficiency,Math Proficiency,0,25,3,16703456.0,11305512.25,19,13,2,4,0.2105,2,2,0,0.0,"Small Class Size in
Mathematics in
Middle School",50856.0,"Students with
Disabilities -
Mathematics",500.0,"All student groups will
demonstrate annual
growth on the CAASPP
Assessment measured
by the percentage
meeting or exceeding
standards in ELA and
Math.",on_track,+3.05%
"Anaheim Elementary School District - Anaheim, CA",family_community_engagement,Family & Community Engagement,0,6,2,22998192.0,13632410.2,4,4,0,0,0.0,1,1,0,0.0,"Strengthening Family and
Community Engagement
Professional Development
for Parent Engagement",85000.0,"Parent and Family
Engagement Initiative: PK-
6 Support",4137412.0,"Parent Engagement
AESD average of 4, Full
Implementation, on the
“Seeking Input and
Decision Making” section
of the Parent
Engagement Reflection
Tool.
Data Source: Parent
Engagement Reflection
Tool",,2024-25
Anaheim Union High School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,5,4,16744332.18,9151317.06,55,30,1,24,0.4364,2,2,0,0.0,Improve Attendance,8200117.0,"Social-emotional
support and
Attendance",330000.0,"Chronic absenteeism
rate - District",,District- 0.3%
La Habra City School District,special_education_inclusion,Special Education & Inclusion,0,26,3,14886801.0,10353333.25,17,13,0,4,0.2353,3,3,0,0.0,"Students with
Disabilities",0.0,"Students with
Disabilities -
Mathematics",500.0,"All student groups will
demonstrate annual
growth on the CAASPP
Assessment measured
by the percentage
meeting or exceeding
standards in ELA and
Math.",on_track,+3.05%
Capistrano Unified School District,college_career_readiness,"College, Career & Postsecondary Readiness",1,15,8,19867631.0,9654555.6,79,50,5,24,0.3038,6,6,0,0.0,"Advanced Placement
and International
Baccalaureate Test
Fee Reimbursement",28000.0,"Career Technical
Education (CTE)",57900.0,"Capistrano Union High
(CSI)
School within the LEA:
* English Language Arts
* Mathematics
* College/Career
* Suspension
Student Group within
School:
* English Language Arts:
HIS, SED
* Mathematics: HIS,
SED
* College/Career: HIS,
HOM, SED
* Suspension: EL, HIS,
HOM, SED, WH
CSI: Low Performance",,Dashboard 2023 to
Saddleback Valley Unified School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,49,0,17585944.0,12395922.1,0,0,0,0,0.0,0,0,0,0.0,"Intervention System:
School Climate
Assessment and
Progress Monitoring",61597.0,"Intervention System:
Elementary
Academics
Assessment and
Progress Monitoring",0.0,,,
Westminster School District,special_education_inclusion,Special Education & Inclusion,0,4,1,11736312.0,8215418.4,2,1,0,1,0.5,0,0,0,0.0,"Diversity, Equity, and
Inclusion",150000.0,Instructional Program,8378569.0,"Instructional Resources
and Programs
developed for UPC and
SWD",,+6 Counselors
Orange Unified School District,chronic_absenteeism,Chronic Absenteeism & Attendance Recovery,0,7,3,10571768.0,6929619.9,9,5,0,4,0.4444,3,2,1,0.3333,"Increase Attendance
and Enrollment Rates",365156.0,"Support to Increase
Student Engagement
and Reduce Chronic
Absenteeism at
Richland",16404.0,"% Chronic absenteeism
rate: Decline 3% Yearly",moving_away,6.4%
Magnolia School District,english_learner_progress,English Learner Progress & Reclassification,0,17,5,17801561.0,12175318.75,19,19,0,0,0.0,5,5,0,0.0,"School-level Services
for English Learners
and Long-Term
English Learners:
Impact Teachers,
Supplemental
Programs, and
Districtwide
Intervention Materials
Partially funded with
Learning Recovery
Emergency Block
Grant (LREBG)
Funds
(Amount
$120,000.00)",2346132.0,"Grade Span
Adjustment Staffing",5100252.0,"English Learner
Progress Indicator
(CA School Dashboard)
(Percentage of ELs that
made at least one
performance level of
growth in English
proficiency and CA
School Dashboard
Performance Level)",on_track,declined 15.1%
Rowland Unified School District,family_community_engagement,Family & Community Engagement,0,8,1,7670995.0,5525302.5,5,3,1,1,0.2,1,0,1,1.0,"Family
Communication",485723.0,Parent Education,258939.0,RUSD Parent Survey,off_track,n= +135
Magnolia School District,ela_proficiency,ELA Proficiency & Literacy,0,18,4,18363164.0,12066794.2,15,15,0,0,0.0,4,4,0,0.0,"School-level Services
for English Learners
and Long-Term
English Learners:
Impact Teachers,
Supplemental
Programs, and
Districtwide
Intervention Materials
Partially funded with
Learning Recovery
Emergency Block
Grant (LREBG)
Funds
(Amount
$120,000.00)",2346132.0,"Instructional Support
Services:
Instructional
Practices Coaches
(IPCs), Student
Achievement
Teachers (SATs),
Science, Technology,
Engineering, Arts,
and Mathematics
(STEAM) Teachers
Partially funded with
Learning Recovery
Emergency Block
Grant (LREBG)
Funds
(Amount
$485,000.00)",2161330.0,"California Assessment of
Student Performance
and Progress (CAASPP)
English Language Arts
(ELA)
District Results
(Percentage of met or
exceeded standard and
Performance Level)
Source: CA Department
of Education(caaspp-
elpac.ets.org)",on_track,Declined 0.8% on
"Anaheim Elementary School District - Anaheim, CA",data_technology,Data Systems & Instructional Technology,0,7,0,13209400.0,11772452.5,0,0,0,0,0.0,0,0,0,0.0,Technology Integration,5570990.0,Technology Integration,0.0,,,
La Habra City School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,14,0,16358475.0,11218802.35,0,0,0,0,0.0,0,0,0,0.0,"After School Program
(ASES Funding)",898000.0,"Multi-Tiered System
of Support (MTSS)
TOSA",2041593.0,,,
Anaheim Union High School District,math_proficiency,Math Proficiency,2,1,6,6958933.94,6263040.55,86,39,9,38,0.4419,6,4,2,0.3333,Effective Instruction,6958933.94,,0.0,CAASPP Math results,off_track,(5.15%)
Rowland Unified School District,data_technology,Data Systems & Instructional Technology,0,10,0,15577528.0,11065232.0,0,0,0,0,0.0,0,0,0,0.0,"Facilities and
Technology
Infrastructure
Maintenance",5353480.0,"Data-informed
Progress Monitoring
and Culture of
Continuous
Improvement",712892.0,,,
Huntington Beach Union High School District,data_technology,Data Systems & Instructional Technology,0,8,0,14230444.0,10791179.3,0,0,0,0,0.0,0,0,0,0.0,"Instructional Technology Tools
and Library/Media Resources to
Enhance Teaching and
Learning",1312428.0,"Information and Technology
Services",6966543.0,,,
Capistrano Unified School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,13,0,15395688.0,10731716.95,0,0,0,0,0.0,0,0,0,0.0,"Expanded Learning
Opportunity Program",11498349.0,Intervention,1188839.0,,,
Westminster School District,mental_health_wellness,"Mental Health, SEL & Wellness",1,3,0,15083940.0,10673882.25,0,0,0,0,0.0,0,0,0,0.0,"Social Emotional
Supports",3327285.0,MTSS,11006655.0,,,
Cypress School District,mtss_intervention,"MTSS, Tutoring & Targeted Intervention",0,7,0,12224616.0,10634535.5,0,0,0,0,0.0,0,0,0,0.0,"Positive Supports &
Engagement",1125.0,Intensive Supports,10478938.0,,,
Garden Grove Unified School District,ela_proficiency,ELA Proficiency & Literacy,1,6,4,13613712.0,10466477.8,4,3,1,0,0.0,0,0,0,0.0,"EXTENDED
LEARNING
OPPORTUNITIES
AND SPECIAL
PROGRAMS TO
SUPPORT ENGLISH
LEARNERS",9141411.0,ATTENDANCE,1730801.0,"PSAT Exam
(Districtwide Average
Scores, 10th Grade)
Evidenced-Based
Reading and Writing
District Overall
Source: College Board",,+11
Cypress School District,special_education_inclusion,Special Education & Inclusion,0,5,0,11677306.0,10276679.2,0,0,0,0,0.0,0,0,0,0.0,Intensive Supports,10478938.0,"Community
Connection",23931.0,,,
Cypress School District,ela_proficiency,ELA Proficiency & Literacy,0,6,1,11423525.0,9971562.5,3,3,0,0,0.0,1,1,0,0.0,"Multi-Tiered System
of Support",884600.0,Intensive Supports,10478938.0,"ELA
(Priority 4)",at_or_above_target,district by over 2%.
Cypress School District,math_proficiency,Math Proficiency,0,2,1,11363538.0,9917574.2,1,1,0,0,0.0,0,0,0,0.0,"Multi-Tiered System
of Support",884600.0,Intensive Supports,10478938.0,"Math
(Priority 4)",,There was a.88%
Westminster School District,family_community_engagement,Family & Community Engagement,0,5,4,13325872.0,8714542.4,21,19,0,2,0.0952,0,0,0,0.0,Family Supports,294321.0,Educational Partners,1190871.0,"Parent Engagement
* District parent
meetings
participation",,+2 Meetings
Cypress School District,family_community_engagement,Family & Community Engagement,1,6,0,10693732.0,9508175.7,0,0,0,0,0.0,0,0,0,0.0,"Advisory
Opportunities & Input",1315.0,"Community
Connection",23931.0,,,
Magnolia School District,math_proficiency,Math Proficiency,0,11,3,14295333.0,9471487.15,11,11,0,0,0.0,3,3,0,0.0,"Instructional Support
Services:
Instructional
Practices Coaches
(IPCs), Student
Achievement
Teachers (SATs),
Science, Technology,
Engineering, Arts,
and Mathematics
(STEAM) Teachers
Partially funded with
Learning Recovery
Emergency Block
Grant (LREBG)
Funds
(Amount
$485,000.00)",2161330.0,"District Technology
Personnel/Infrastruct
ure",1151745.0,"State Assessment -
Mathematics
(SBAC - Math)
(Percentage of met or
exceeded standard and
Performance Level)",on_track,Declined 0.2% on
Saddleback Valley Unified School District,ela_proficiency,ELA Proficiency & Literacy,0,44,5,11666501.0,7053773.45,37,24,1,12,0.3243,0,0,0,0.0,"Intervention System:
Elementary Reading
Intervention Program",1409930.0,"Intervention System:
Intensive Reading
Intervention for SWD",0.0,"i-Ready Reading
Diagnostic (District
Assessments) for
Elementary, Gr K-6
LCFF Priority 4: Student
Achievement",,2025 Difference
Fullerton Joint Union High School District,graduation_credit_recovery,"Graduation, Credit Recovery & Alternative Pathways",1,9,3,10470972.0,7760557.8,20,16,0,4,0.2,2,2,0,0.0,"Staffing to provide
oversight and support
to students to
increase attendance
and graduation rates
as well as to reduce
suspensions and
expulsions.
This action also
addresses the
student groups
identified in ""red"" on
the College Career
Indicator on the
Dashboard including
SWD, EL, Hispanic,
HY, and LI.",3312185.0,"Comprehensive
Health and Safety
Program",3569762.0,"Four-year Adjusted
Cohort Graduation Rate
Districtwide
Four-year Adjusted
Cohort Graduation Rates
for the following schools
and student groups
identified on the
California School
Dashboard:
SOHS - SWD
TRHS - SWD
LSHS - All Students,
EL, LI, and Hispanic
LVHS - EL, HY
This metric specifically
addresses the ""red""
indicator for Graduation
Rate on the 2023 for
SOHS, TRHS, LVHS,
and LSHS in the student
groups listed above.",on_track,2023/24
Ocean View School District,ela_proficiency,ELA Proficiency & Literacy,0,11,8,11374318.0,6767926.65,28,18,0,10,0.3571,4,4,0,0.0,"Academic Supports
(Professional
Development)",3779059.0,"Early Intervention,
Prevention & English
Language Acquisition
Programs",3500148.0,"iReady Reading: % at At
or Above
All Student Group and
Unduplicated Pupils
Source: iReady Local
Assessment",on_track,-2.7%
Placentia Yorba Linda Unified School District,math_proficiency,Math Proficiency,0,20,16,7459915.58,5023169.96,74,46,0,28,0.3784,9,5,4,0.4444,"Math Intervention
Support for UPs",499534.98,"High School Co-
taught Algebra 1A
and 1B Courses",280000.0,"Mathematics CA
Dashboard Red Indicator
and Smarter Balanced
Assessment Scores
(percentage meeting or
exceeding) and Distance
from Standard (DFS)",moving_away,11.2%)
